task_type,query_id,resolution_type,primary_expression_type,bridge_evaluation_text,anonymous_item_id,target_type,target_feature,feature_definition,bridge_status,top_accords_json,top_notes_json,middle_notes_json,base_notes_json,flat_notes_json,context_json,displayed_feature_glossary_json,r1_rating,r2_rating,adj_rating,r1_abstain_cause,r2_abstain_cause,adj_abstain_cause,r1_missed_allowed_targets_json,r2_missed_allowed_targets_json,adj_missed_allowed_targets_json,r1_outside_target_candidates_json,r2_outside_target_candidates_json,adj_outside_target_candidates_json,adjudication_note
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C07,,,,,"[{""name"": ""vanilla"", ""strength"": 100.0}, {""name"": ""floral"", ""strength"": 88.0}, {""name"": ""musky"", ""strength"": 83.0}, {""name"": ""powdery"", ""strength"": 72.0}, {""name"": ""fresh"", ""strength"": 70.0}]",[],[],[],"[""Vanilla"", ""Peony"", ""Musk"", ""Driftwood""]","{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.7272727272727273}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""vanilla"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""floral"", ""definition"": ""Floral notes belong to the large floral family that includes notes such as rose, jasmin, narcissus and others. Some fragrance materials have smells that are not one flower but multi-faceted, with a complex flowery character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vanilla"", ""definition"": """", ""aliases"": [""Vanilla""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peony"", ""definition"": """", ""aliases"": [""Peony""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C08,,,,,"[{""name"": ""floral"", ""strength"": 100.0}, {""name"": ""clay"", ""strength"": 98.0}, {""name"": ""ozonic"", ""strength"": 98.0}, {""name"": ""musky"", ""strength"": 88.0}, {""name"": ""woody"", ""strength"": 78.0}]","[""Ozonic notes"", ""Freesia""]","[""Cactus Flower"", ""Star Jasmine""]","[""Clay"", ""Musk"", ""White Wood""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.6666666666666666}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""floral"", ""definition"": ""Floral notes belong to the large floral family that includes notes such as rose, jasmin, narcissus and others. Some fragrance materials have smells that are not one flower but multi-faceted, with a complex flowery character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""clay"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""ozonic"", ""definition"": ""Ozonic notes are fresh-smelling materials that don’t have a more specific note but may remind you of a fresh windy day. Sometimes they have a weak, almost chlorine-like smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""musky"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Ozonic"", ""definition"": ""IFRA's Ozonic entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Ozonic notes are fresh-smelling materials that don’t have a more specific note but may remind you of a fresh windy day. Sometimes they have a weak, almost chlorine-like smell."", ""aliases"": [""Ozonic notes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}]",,,,,,,,,,,,,
RETRIEVAL,SQ0047,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"여름에 쓰기 좋은 가벼우면서 시원한 느낌의 비누향, 머스크향, 약간의 우드향",SQ0047-C09,,,,,"[{""name"": ""fresh"", ""strength"": 100.0}, {""name"": ""aquatic"", ""strength"": 87.0}, {""name"": ""powdery"", ""strength"": 79.0}, {""name"": ""aromatic"", ""strength"": 78.0}, {""name"": ""woody"", ""strength"": 70.0}]","[""Watery Notes"", ""Lemon Verbena"", ""Pink Pepper""]","[""Aldehydes"", ""Violet"", ""Basil""]","[""Vetiver"", ""Cashmeran"", ""Musk"", ""Amber"", ""Leather""]",[],"{""seasons"": {""summer"": {""vote_eligible"": true, ""share"": 0.48322147651006714}}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aquatic"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aromatic"", ""definition"": ""Aromatic notes are complex notes that are sometimes also described as having a diffusive aroma. They may be recognized in cooking as culinary herbs and spices, but they have a full fragrance quality."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Watery"", ""definition"": ""IFRA applies the descriptor 'Watery' to 8 ingredient rows; the source term differs only by notes-label, plural, spacing, or hyphen form."", ""aliases"": [""Watery Notes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Aldehydic"", ""definition"": ""IFRA's Aldehydic entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Aldehydes vary: the more diluted they become, the greater the difference in smell. An overarching description is one of clean ironed linen. Aldehydes can be split into more specific profiles, such as citrus or ozonic. They are organic compounds found in natural oils (e.g. orange oil or rose oil) and are used at relatively low doses."", ""aliases"": [""Aldehydes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Violet"", ""definition"": """", ""aliases"": [""Violet""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Basil"", ""definition"": """", ""aliases"": [""Basil""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vetiver"", ""definition"": """", ""aliases"": [""Vetiver""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Cashmeran"", ""definition"": ""IFF uses Cashmeran as the exact official ingredient name and supplies its identity and olfactive profile."", ""aliases"": [""Cashmeran""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Amber"", ""definition"": ""Amber is used to describe a complex note in fragrances that are a mixture of warm, woody and sweet notes that impart a rich and comforting character."", ""aliases"": [""Amber""], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Leather"", ""definition"": ""IFF lists Leather as the exact name of an olfactive collection, separate from individual ingredients."", ""aliases"": [""Leather""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}]",,,,,,,,,,,,,
ABSTAIN_CAUSE,SQ0051,MIXED,CLEAN_FABRIC_ROUTINE,"톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향, 복숭아 향",SQ0051-A01,,,,ABSTAIN,,,,,,,,,,,,,,,,,,,,
RETRIEVAL,SQ0051,MIXED,CLEAN_FABRIC_ROUTINE,"톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향, 복숭아 향",SQ0051-C01,,,,,"[{""name"": ""fruity"", ""strength"": 100.0}, {""name"": ""floral"", ""strength"": 77.0}, {""name"": ""woody"", ""strength"": 70.0}, {""name"": ""fresh"", ""strength"": 60.0}, {""name"": ""rose"", ""strength"": 60.0}]","[""Fruity Notes"", ""Peach"", ""Passionfruit""]","[""Peony"", ""Tincture of Rose"", ""Heliotrope""]","[""Sandalwood"", ""Patchouli""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""fruity"", ""definition"": ""Fruity notes belong to the non-citrus fruit family. This is a very large family that includes many fruit notes such as banana, apple and mango. Some fruit fragrance materials have smells that are not one fruit but multi-faceted, with a complex fruity character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""floral"", ""definition"": ""Floral notes belong to the large floral family that includes notes such as rose, jasmin, narcissus and others. Some fragrance materials have smells that are not one flower but multi-faceted, with a complex flowery character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""rose"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Fruity"", ""definition"": ""IFRA's Fruity entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Fruity notes belong to the non-citrus fruit family. This is a very large family that includes many fruit notes such as banana, apple and mango. Some fruit fragrance materials have smells that are not one fruit but multi-faceted, with a complex fruity character."", ""aliases"": [""Fruity Notes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peach"", ""definition"": """", ""aliases"": [""Peach""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Passion Fruit"", ""definition"": """", ""aliases"": [""Passion Fruit"", ""Passionfruit""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peony"", ""definition"": """", ""aliases"": [""Peony""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Heliotrope"", ""definition"": """", ""aliases"": [""Heliotrope""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sandalwood"", ""definition"": """", ""aliases"": [""Sandalowood"", ""Sandalwood""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Patchouli"", ""definition"": """", ""aliases"": [""Patchouli""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0051,MIXED,CLEAN_FABRIC_ROUTINE,"톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향, 복숭아 향",SQ0051-C02,,,,,"[{""name"": ""sweet"", ""strength"": 100.0}, {""name"": ""vanilla"", ""strength"": 87.0}, {""name"": ""white floral"", ""strength"": 87.0}, {""name"": ""floral"", ""strength"": 65.0}, {""name"": ""powdery"", ""strength"": 54.0}]","[""Italian Lemon"", ""Coconut"", ""Peach""]","[""Bourbon Vanilla"", ""Jasmine Sambac"", ""Vanilla Bean"", ""Gardenia"", ""Freesia""]","[""Virginian Cedar"", ""Tonka Bean"", ""White Musk"", ""Vanilla"", ""Caramel""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""sweet"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""vanilla"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""white floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""floral"", ""definition"": ""Floral notes belong to the large floral family that includes notes such as rose, jasmin, narcissus and others. Some fragrance materials have smells that are not one flower but multi-faceted, with a complex flowery character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Coconut"", ""definition"": """", ""aliases"": [""Coconut""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peach"", ""definition"": """", ""aliases"": [""Peach""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Gardenia"", ""definition"": """", ""aliases"": [""Gardenia""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vanilla"", ""definition"": """", ""aliases"": [""Vanilla""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Caramel"", ""definition"": """", ""aliases"": [""Caramel""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0051,MIXED,CLEAN_FABRIC_ROUTINE,"톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향, 복숭아 향",SQ0051-C03,,,,,"[{""name"": ""white floral"", ""strength"": 100.0}, {""name"": ""woody"", ""strength"": 65.0}, {""name"": ""aldehydic"", ""strength"": 61.0}, {""name"": ""fresh"", ""strength"": 58.0}, {""name"": ""powdery"", ""strength"": 53.0}]","[""Aldehydes"", ""Lily-of-the-Valley"", ""Peach"", ""Honeysuckle"", ""Neroli""]","[""Jasmine"", ""Ylang-Ylang"", ""Lily-of-the-Valley"", ""Iris"", ""Coriander""]","[""Sandalwood"", ""Amber"", ""Vetiver"", ""Musk"", ""Benzoin""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""white floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""woody"", ""definition"": ""Woody notes are party of a large odor family that includes woods such as sandalwood or cedarwood, sometimes with smoky or leather nuances. Often warm and dry notes, they impart a rich complexity that can help a fragrance last longer."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""aldehydic"", ""definition"": ""Aldehydes vary: the more diluted they become, the greater the difference in smell. An overarching description is one of clean ironed linen. Aldehydes can be split into more specific profiles, such as citrus or ozonic. They are organic compounds found in natural oils (e.g. orange oil or rose oil) and are used at relatively low doses."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Aldehydic"", ""definition"": ""IFRA's Aldehydic entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Aldehydes vary: the more diluted they become, the greater the difference in smell. An overarching description is one of clean ironed linen. Aldehydes can be split into more specific profiles, such as citrus or ozonic. They are organic compounds found in natural oils (e.g. orange oil or rose oil) and are used at relatively low doses."", ""aliases"": [""Aldehydes""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Muguet"", ""definition"": ""dsm-firmenich explicitly describes muguet as lily-of-the-valley and presents a molecule collection for constructing the note."", ""aliases"": [""Lily of the Valley"", ""Lily-of-the-Valley""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peach"", ""definition"": """", ""aliases"": [""Peach""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Honeysuckle"", ""definition"": """", ""aliases"": [""Honeysuckle""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Iris"", ""definition"": """", ""aliases"": [""Iris""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Coriander"", ""definition"": """", ""aliases"": [""Coriander""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Sandalwood"", ""definition"": """", ""aliases"": [""Sandalowood"", ""Sandalwood""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Amber"", ""definition"": ""Amber is used to describe a complex note in fragrances that are a mixture of warm, woody and sweet notes that impart a rich and comforting character."", ""aliases"": [""Amber""], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vetiver"", ""definition"": """", ""aliases"": [""Vetiver""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Musk-Like"", ""definition"": ""IFRA's Musk-Like entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: These materials belong to an important fragrance note – while they are not obtained from animals, they are created to have an animal-like quality, often powdery and sometimes warm and sweet."", ""aliases"": [""Musk""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Benzoin"", ""definition"": """", ""aliases"": [""Benzoin""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0051,MIXED,CLEAN_FABRIC_ROUTINE,"톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향, 복숭아 향",SQ0051-C04,,,,,"[{""name"": ""fruity"", ""strength"": 100.0}, {""name"": ""white floral"", ""strength"": 85.0}, {""name"": ""fresh"", ""strength"": 63.0}, {""name"": ""rose"", ""strength"": 50.0}, {""name"": ""green"", ""strength"": 43.0}]",[],[],[],"[""Red Apple"", ""Lily-of-the-Valley"", ""Tincture of Rose"", ""Peach"", ""Grapefruit"", ""Jasmine"", ""Cassis""]","{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""fruity"", ""definition"": ""Fruity notes belong to the non-citrus fruit family. This is a very large family that includes many fruit notes such as banana, apple and mango. Some fruit fragrance materials have smells that are not one fruit but multi-faceted, with a complex fruity character."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""white floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""fresh"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""rose"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""green"", ""definition"": ""Green is a broad descriptor that refers simply to those natural smell that are green – such as the distinctive scent of cut grass, hedgerow fruits flowers, and those green notes and many green materials that help impart natural smells in a more complex accord or mix of scents."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Muguet"", ""definition"": ""dsm-firmenich explicitly describes muguet as lily-of-the-valley and presents a molecule collection for constructing the note."", ""aliases"": [""Lily of the Valley"", ""Lily-of-the-Valley""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peach"", ""definition"": """", ""aliases"": [""Peach""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Grapefruit"", ""definition"": """", ""aliases"": [""Grapefruit""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Cassis"", ""definition"": """", ""aliases"": [""Cassis""], ""source"": """"}]",,,,,,,,,,,,,
RETRIEVAL,SQ0051,MIXED,CLEAN_FABRIC_ROUTINE,"톡 쏘는 듯한 청량함과 방금 막 세탁된 코튼 향처럼 깨끗한 공기향, 복숭아 향",SQ0051-C05,,,,,"[{""name"": ""vanilla"", ""strength"": 100.0}, {""name"": ""white floral"", ""strength"": 74.0}, {""name"": ""powdery"", ""strength"": 67.0}, {""name"": ""sweet"", ""strength"": 67.0}, {""name"": ""caramel"", ""strength"": 37.0}]","[""Solar Notes"", ""Coconut"", ""Peach""]","[""Lily of the Valley"", ""White Flowers"", ""Heliotrope""]","[""Tonka Bean"", ""White Musk"", ""Vanilla"", ""Caramel""]",[],"{""seasons"": {}, ""dayparts"": {}}","[{""feature_type"": ""ACCORD"", ""feature_name"": ""vanilla"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""white floral"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""powdery"", ""definition"": ""Powdery fragrance ingredients are from a larger complex group that impart a warm, sometimes sweet or musky powdery smell."", ""aliases"": [], ""source"": ""IFRA primary descriptor definition""}, {""feature_type"": ""ACCORD"", ""feature_name"": ""sweet"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""ACCORD"", ""feature_name"": ""caramel"", ""definition"": """", ""aliases"": [], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Coconut"", ""definition"": """", ""aliases"": [""Coconut""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Peach"", ""definition"": """", ""aliases"": [""Peach""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Muguet"", ""definition"": ""dsm-firmenich explicitly describes muguet as lily-of-the-valley and presents a molecule collection for constructing the note."", ""aliases"": [""Lily of the Valley"", ""Lily-of-the-Valley""], ""source"": ""scent_term_evidence_v0.3 SAME_CONCEPT""}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Heliotrope"", ""definition"": """", ""aliases"": [""Heliotrope""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Vanilla"", ""definition"": """", ""aliases"": [""Vanilla""], ""source"": """"}, {""feature_type"": ""CANONICAL_NOTE"", ""feature_name"": ""Caramel"", ""definition"": """", ""aliases"": [""Caramel""], ""source"": """"}]",,,,,,,,,,,,,
CONCEPT,SQ0071,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"겨울 아침의 차갑고 상쾌한 향, 머스크 계열, 우디한 향",SQ0071-T01,ACCORD,fresh,,MAPPED,,,,,,,,,,,,,,,,,,,,
CONCEPT,SQ0071,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"겨울 아침의 차갑고 상쾌한 향, 머스크 계열, 우디한 향",SQ0071-T02,ACCORD,citrus,"Citrus notes are given by the smell of fruit from the citrus family – such as orange, lemon or grapefruit.",MAPPED,,,,,,,,,,,,,,,,,,,,
CONCEPT,SQ0071,MIXED,TEMPERATURE_TEXTURE_ATMOSPHERE,"겨울 아침의 차갑고 상쾌한 향, 머스크 계열, 우디한 향",SQ0071-T03,ACCORD,ozonic,"Ozonic notes are fresh-smelling materials that don’t have a more specific note but may remind you of a fresh windy day. Sometimes they have a weak, almost chlorine-like smell.",MAPPED,,,,,,,,,,,,,,,,,,,,
