query_id,system,field,outcome,gold_item,pred_item,gold_key,pred_key,match_tier,excess_tokens,resolution_status
UQ0119,extended_rule,additional,FN,10만 원대,,10만 원대,,,,EMPTY_PREDICTION
UQ0120,extended_rule,additional,FN,20만 원 이하,,20만 원 이하,,,,EMPTY_PREDICTION
UQ0120,extended_rule,additional,FN,가성비,,가성비,,,,EMPTY_PREDICTION
UQ0121,extended_rule,additional,FN,20대 후반,,20대 후반,,,,EMPTY_PREDICTION
UQ0122,extended_rule,additional,FN,결혼하는 사람,,결혼하는 사람,,,,EMPTY_PREDICTION
UQ0122,extended_rule,additional,FN,선물,,선물,,,,EMPTY_PREDICTION
UQ0123,extended_rule,additional,FN,운동하고 뿌리면 좋을,,운동하고 뿌리면 좋을,,,,EMPTY_PREDICTION
UQ0124,extended_rule,additional,FN,올리브영이나 백화점,,올리브영이나 백화점,,,,EMPTY_PREDICTION
UQ0124,extended_rule,additional,FN,가장 핫,,가장 핫,,,,EMPTY_PREDICTION
UQ0124,extended_rule,additional,FN,인기 많은,,인기 많은,,,,EMPTY_PREDICTION
UQ0125,extended_rule,additional,FN,호불호 안 갈리고,,호불호 안 갈리고,,,,EMPTY_PREDICTION
UQ0125,extended_rule,additional,FN,누구나 맡았을 때 '좋다'고,,누구나 맡았을 때 좋다 고,,,,EMPTY_PREDICTION
UQ0126,extended_rule,additional,FN,향수 초보,,향수 초보,,,,EMPTY_PREDICTION
UQ0126,extended_rule,additional,FN,실패 확률 제일 적고,,실패 확률 제일 적고,,,,EMPTY_PREDICTION
UQ0126,extended_rule,additional,FN,다들 좋다고,,다들 좋다고,,,,EMPTY_PREDICTION
UQ0127,extended_rule,additional,FN,제일 잘 나가냐,,제일 잘 나가냐,,,,EMPTY_PREDICTION
UQ0128,extended_rule,additional,FN,호불호 안 갈리는,,호불호 안 갈리는,,,,EMPTY_PREDICTION
UQ0128,extended_rule,additional,FN,여자친구 선물,,여자친구 선물,,,,EMPTY_PREDICTION
UQ0129,extended_rule,additional,FN,비누 향,,비누,,,,EMPTY_PREDICTION
UQ0129,extended_rule,additional,FN,세탁 건조기처럼 포근,,세탁 건조기처럼 포근,,,,EMPTY_PREDICTION
UQ0129,extended_rule,additional,FN,깨끗한,,깨끗한,,,,EMPTY_PREDICTION
UQ0130,extended_rule,additional,FN,향수병 디자인이 독특하거나 예술적인,,향수병 디자인이 독특하거나 예술적인,,,,EMPTY_PREDICTION
UQ0131,extended_rule,scent,TP,woody,woody,woody,woody,EXACT,0.0,
UQ0132,extended_rule,additional,FN,바다가 떠오르는,,바다가 떠오르는,,,,EMPTY_PREDICTION
UQ0132,extended_rule,scent,FN,Sea Notes,,sea notes,,,,EMPTY_PREDICTION
UQ0133,extended_rule,additional,FN,디자인이 엄청 고급스럽고 화려해서 선물용으로 소장 가치 있는 향수 병,,디자인이 엄청 고급스럽고 화려해서 선물용으로 소장 가치 있는 향수 병,,,,EMPTY_PREDICTION
UQ0134,extended_rule,additional,FN,어떤 향수,,어떤,,,,EMPTY_PREDICTION
UQ0134,extended_rule,additional,FN,인기가 많냐,,인기가 많냐,,,,EMPTY_PREDICTION
UQ0135,extended_rule,additional,FN,SNS에서 인기 많은,,sns에서 인기 많은,,,,EMPTY_PREDICTION
UQ0136,extended_rule,additional,FN,남들이 잘 안쓰는 독특한,,남들이 잘 안쓰는 독특한,,,,EMPTY_PREDICTION
UQ0137,extended_rule,scent,FN,green,,green,,,,EMPTY_PREDICTION
UQ0137,extended_rule,scent,FN,herbal,,herbal,,,,EMPTY_PREDICTION
UQ0139,extended_rule,additional,FN,시크한,,시크한,,,,EMPTY_PREDICTION
UQ0139,extended_rule,scent,FN,smoky,,smoky,,,,EMPTY_PREDICTION
UQ0139,extended_rule,scent,FN,Leather,,leather,,,,EMPTY_PREDICTION
UQ0141,extended_rule,additional,FN,남친한테 향수 선물,,남친한테 향수 선물,,,,EMPTY_PREDICTION
UQ0141,extended_rule,additional,FN,제일 유명한,,제일 유명한,,,,EMPTY_PREDICTION
UQ0141,extended_rule,additional,FN,5개,,5개,,,,EMPTY_PREDICTION
UQ0142,extended_rule,additional,FN,밀폐된 공간,,밀폐된 공간,,,,EMPTY_PREDICTION
UQ0142,extended_rule,additional,FN,안 어지러울만한 거,,안 어지러울만한,,,,EMPTY_PREDICTION
UQ0143,extended_rule,additional,FN,카리스마,,카리스마,,,,EMPTY_PREDICTION
UQ0143,extended_rule,additional,FN,딱딱한,,딱딱한,,,,EMPTY_PREDICTION
UQ0144,extended_rule,additional,FN,5만원 이내,,5만원 이내,,,,EMPTY_PREDICTION
UQ0144,extended_rule,additional,FN,백화점 향수,,백화점,,,,EMPTY_PREDICTION
UQ0145,extended_rule,additional,FN,천연 향신료,,천연 향신료,,,,EMPTY_PREDICTION
UQ0145,extended_rule,additional,FN,성분 좋은,,성분 좋은,,,,EMPTY_PREDICTION
UQ0146,extended_rule,additional,FN,가격 상관 없음,,가격 상관 없음,,,,EMPTY_PREDICTION
UQ0146,extended_rule,additional,FN,리한나가 쓰는 향수,,리한나가 쓰는,,,,EMPTY_PREDICTION
UQ0147,extended_rule,avoid,FP,,지속력은 길었으면 좋겠는데 향이 멀리까지 퍼지는,,지속력은 길었으면 좋겠는데 향이 멀리까지 퍼지는,,,
UQ0148,extended_rule,avoid,TP,바닐라,vanilla,vanilla,vanilla,EXACT,0.0,
UQ0148,extended_rule,additional,FN,달콤한 향,,sweet,,,,EMPTY_PREDICTION
UQ0149,extended_rule,avoid,FN,남자 스킨 냄새,,남자 스킨,,,,EMPTY_PREDICTION
UQ0149,extended_rule,additional,FN,시원한 향,,fresh,,,,EMPTY_PREDICTION
UQ0150,extended_rule,avoid,FN,무겁거나,,heavy,,,,PARAPHRASE_MISMATCH
UQ0150,extended_rule,avoid,FN,중후한,,중후한,,,,PARAPHRASE_MISMATCH
UQ0150,extended_rule,avoid,FP,,우디 향 좋아하는데 무겁거나 중후한,,우디 향 좋아하는데 무겁거나 중후한,,,
UQ0150,extended_rule,scent,TP,woody,woody,woody,woody,EXACT,0.0,
UQ0151,extended_rule,avoid,FN,화장품 냄새,,화장품,,,,PARAPHRASE_MISMATCH
UQ0151,extended_rule,avoid,FP,,화장품 냄새 같은 꽃향,,화장품 냄새 같은 꽃,,,
UQ0151,extended_rule,additional,FN,꽃향,,꽃향,,,,EMPTY_PREDICTION
UQ0152,extended_rule,avoid,FN,패출리,,patchouli,,,,PARAPHRASE_MISMATCH
UQ0152,extended_rule,avoid,FP,,패출리 들어간 향,,패출리 들어간,,,
UQ0153,extended_rule,avoid,FN,인센스,,incense,,,,PARAPHRASE_MISMATCH
UQ0153,extended_rule,avoid,FN,절 냄새,,절 냄새,,,,PARAPHRASE_MISMATCH
UQ0153,extended_rule,avoid,FP,,인센스나 절 냄새 나는 향수 개극혐이니까 그거,,인센스나 절 냄새 나는 향수 개극혐이니까 그,,,
UQ0153,extended_rule,additional,FN,다양한 종류로 추천,,다양한 종류로 추천,,,,EMPTY_PREDICTION
UQ0154,extended_rule,avoid,TP,체리,체리,cherry,cherry,EXACT,0.0,
UQ0154,extended_rule,avoid,FN,복숭아,,peach,,,,ONE_TO_ONE_CAP
UQ0154,extended_rule,additional,FN,과일 향수,,과일,,,,EMPTY_PREDICTION
UQ0155,extended_rule,additional,FN,딥티크 탐다오랑 오르페옹 중에 출근용,,딥티크 탐다오랑 오르페옹 중에 출근용,,,,EMPTY_PREDICTION
UQ0156,extended_rule,additional,FN,블루 드 샤넬보다 덜 흔한 느낌,,블루 드 샤넬보다 덜 흔한,,,,EMPTY_PREDICTION
UQ0157,extended_rule,additional,FN,조말론인데 조금 더 성숙한 느낌으로 바꾸고 싶어.,,조말론인데 조금 더 성숙한 느낌으로 바꾸고 싶어,,,,EMPTY_PREDICTION
UQ0158,extended_rule,additional,FN,새벽 바닷가,,새벽 바닷가,,,,EMPTY_PREDICTION
UQ0158,extended_rule,additional,FN,소금 냄새가 너무 강하진 않았으면,,소금 냄새가 너무 강하진 않았으면,,,,EMPTY_PREDICTION
UQ0159,extended_rule,additional,FN,비 오는 숲,,비 오는 숲,,,,EMPTY_PREDICTION
UQ0159,extended_rule,additional,FN,흙냄새보다는 젖은 나무 냄새,,흙냄새보다는 젖은 나무,,,,EMPTY_PREDICTION
UQ0160,extended_rule,additional,FN,차가운 금속같은 이미지,,차가운 금속같은 이미지,,,,EMPTY_PREDICTION
UQ0160,extended_rule,additional,FN,너무 날카롭지 않았으면,,너무 날카롭지 않았으면,,,,EMPTY_PREDICTION
UQ0161,extended_rule,avoid,TP,시트러스,citrus,citrus,citrus,EXACT,0.0,
UQ0161,extended_rule,avoid,FP,,햇빛 받은 흰 셔츠 같은 느낌하고 싶은데 시트러스,,햇빛 받은 흰 셔츠 같은 느낌하고 싶은데 시트러스,,,
UQ0161,extended_rule,additional,FN,햇빛 받은 흰 셔츠,,햇빛 받은 흰 셔츠,,,,EMPTY_PREDICTION
UQ0162,extended_rule,avoid,FN,세제 냄새,,세제,,,,EMPTY_PREDICTION
UQ0162,extended_rule,additional,FN,호텔 침구,,호텔 침구,,,,EMPTY_PREDICTION
UQ0162,extended_rule,additional,FN,깨끗함,,깨끗함,,,,EMPTY_PREDICTION
UQ0163,extended_rule,additional,FN,꿀 같은 향,,꿀 같은,,,,EMPTY_PREDICTION
UQ0164,extended_rule,avoid,FN,인위적인,,인위적인,,,,EMPTY_PREDICTION
UQ0164,extended_rule,additional,FN,장미 꽃 향기,,장미 꽃,,,,EMPTY_PREDICTION
UQ0164,extended_rule,scent,FP,,Rose,,rose,,,
UQ0165,extended_rule,scent,FN,Rose,,rose,,,,EMPTY_PREDICTION
UQ0165,extended_rule,scent,FN,Jasmine,,jasmine,,,,EMPTY_PREDICTION
UQ0166,extended_rule,avoid,FN,초코 향,,chocolate,,,,EMPTY_PREDICTION
UQ0166,extended_rule,scent,FN,Caramel,,caramel,,,,EMPTY_PREDICTION
UQ0167,extended_rule,avoid,TP,머스크,머스크,musk,musk,EXACT,0.0,
UQ0167,extended_rule,scent,FN,White Musk,,white musk,,,,EMPTY_PREDICTION
UQ0168,extended_rule,avoid,FN,바질 냄새 ,,basil,,,,EMPTY_PREDICTION
UQ0168,extended_rule,additional,FN,그린 계열,,그린,,,,EMPTY_PREDICTION
UQ0168,extended_rule,scent,FN,green,,green,,,,EMPTY_PREDICTION
UQ0169,extended_rule,avoid,TP,달달한 거,달달한 거,sweet,sweet,EXACT,0.0,
UQ0169,extended_rule,additional,FN,싱싱한 딸기 향기,,싱싱한 딸기,,,,EMPTY_PREDICTION
UQ0169,extended_rule,scent,FN,Strawberry,,strawberry,,,,EMPTY_PREDICTION
UQ0170,extended_rule,avoid,FN,남자 향수 냄새,,남자,,,,EMPTY_PREDICTION
UQ0170,extended_rule,additional,FN,청량,,청량,,,,EMPTY_PREDICTION
UQ0171,extended_rule,additional,FN,처음에는 상쾌,,처음에는 상쾌,,,,EMPTY_PREDICTION
UQ0171,extended_rule,additional,FN,시간이 지나면 포근,,시간이 지나면 포근,,,,EMPTY_PREDICTION
UQ0172,extended_rule,additional,FN,오래된 목조 도서관,,오래된 목조 도서관,,,,EMPTY_PREDICTION
UQ0173,extended_rule,additional,FN,평소에는 조용한데,,평소에는 조용한데,,,,EMPTY_PREDICTION
UQ0173,extended_rule,additional,FN,은근히 개성 있어 보이는 사람,,은근히 개성 있어 보이는 사람,,,,EMPTY_PREDICTION
UQ0174,extended_rule,additional,FN,상대방 취향을 전혀 모르는데,,상대방 취향을 전혀 모르는데,,,,EMPTY_PREDICTION
UQ0174,extended_rule,additional,FN,선물하기 실패 확률 낮은 향수,,선물하기 실패 확률 낮은,,,,EMPTY_PREDICTION
UQ0175,extended_rule,additional,FN,미니멀하게 옷 입는 사람,,미니멀하게 옷 입는 사람,,,,EMPTY_PREDICTION
UQ0175,extended_rule,additional,FN,담백한 향수,,담백한,,,,EMPTY_PREDICTION
UQ0176,extended_rule,avoid,FP,,실내에서만 있는 직업인데 답답,,실내에서만 있는 직업인데 답답,,,
UQ0176,extended_rule,additional,FN,실내에서만 있는 직업,,실내에서만 있는 직업,,,,EMPTY_PREDICTION
UQ0176,extended_rule,additional,FN,답답하지 않은 향,,답답하지 않은,,,,EMPTY_PREDICTION
UQ0177,extended_rule,additional,FN,옛날 향수,,옛날,,,,EMPTY_PREDICTION
UQ0177,extended_rule,scent,TP,powdery,powdery,powdery,powdery,EXACT,0.0,
UQ0177,extended_rule,scent,TP,Rose,Rose,rose,rose,EXACT,0.0,
UQ0178,extended_rule,additional,FN,30대,,30대,,,,EMPTY_PREDICTION
UQ0178,extended_rule,additional,FN,정장차림,,정장차림,,,,EMPTY_PREDICTION
UQ0179,extended_rule,additional,FN,이솝 휠이랑 레이어링,,이솝 휠이랑 레이어링,,,,EMPTY_PREDICTION
UQ0180,extended_rule,avoid,FN,파우더리,,powdery,,,,EMPTY_PREDICTION
UQ0180,extended_rule,scent,TP,floral,floral,floral,floral,EXACT,0.0,
UQ0180,extended_rule,scent,FP,,powdery,,powdery,,,
UQ0181,extended_rule,scent,FN,Coffee,,coffee,,,,EMPTY_PREDICTION
UQ0182,extended_rule,additional,FN,무거운 향,,heavy,,,,EMPTY_PREDICTION
UQ0182,extended_rule,additional,FN,사무실,,사무실,,,,EMPTY_PREDICTION
UQ0182,extended_rule,additional,FN,부담없이 사용,,부담없이 사용,,,,EMPTY_PREDICTION
UQ0183,extended_rule,additional,FN,갓 깎은 잔디밭에 누워 있는,,갓 깎은 잔디밭에 누워 있는,,,,EMPTY_PREDICTION
UQ0184,extended_rule,additional,FN,시프레 계열,,시프레,,,,EMPTY_PREDICTION
UQ0184,extended_rule,additional,FN,대표적인 거 몇 개,,대표적인 거 몇 개,,,,EMPTY_PREDICTION
UQ0185,extended_rule,avoid,FN,올드,,올드,,,,EMPTY_PREDICTION
UQ0185,extended_rule,additional,FN,산타마리아노벨라 시향했는데 너무 올드,,산타마리아노벨라 시향했는데 너무 올드,,,,EMPTY_PREDICTION
UQ0185,extended_rule,additional,FN,젊은 느낌,,젊은,,,,EMPTY_PREDICTION
UQ0186,extended_rule,additional,FN,오래된 헌책방 냄새,,오래된 헌책방,,,,EMPTY_PREDICTION
UQ0187,extended_rule,additional,FN,아이리스,,아이리스,,,,EMPTY_PREDICTION
UQ0187,extended_rule,additional,FN,입문용,,입문용,,,,EMPTY_PREDICTION
UQ0188,extended_rule,additional,FN,크리드 실버마운틴워터,,크리드 실버마운틴워터,,,,EMPTY_PREDICTION
UQ0188,extended_rule,additional,FN,더 저렴한거,,더 저렴한,,,,EMPTY_PREDICTION
UQ0189,extended_rule,additional,FN,제일 유명,,제일 유명,,,,EMPTY_PREDICTION
UQ0189,extended_rule,scent,FN,Fig,,fig,,,,EMPTY_PREDICTION
UQ0190,extended_rule,additional,FN,단종된 향수랑 비슷한 걸,,단종된 향수랑 비슷한 걸,,,,EMPTY_PREDICTION
UQ0190,extended_rule,scent,TP,powdery,powdery,powdery,powdery,EXACT,0.0,
UQ0190,extended_rule,scent,FN,Soap,,soap,,,,ONE_TO_ONE_CAP
UQ0191,extended_rule,scent,FN,Vetiver,,vetiver,,,,EMPTY_PREDICTION
UQ0192,extended_rule,avoid,FN,우디,,woody,,,,EMPTY_PREDICTION
UQ0192,extended_rule,additional,FN,완전히 다른 계열,,완전히 다른,,,,EMPTY_PREDICTION
UQ0192,extended_rule,scent,FP,,woody,,woody,,,
UQ0193,extended_rule,additional,FN,깨끗하고,,깨끗하고,,,,EMPTY_PREDICTION
UQ0193,extended_rule,additional,FN,세련된,,세련된,,,,EMPTY_PREDICTION
UQ0194,extended_rule,avoid,FN,달달,,sweet,,,,PARAPHRASE_MISMATCH
UQ0194,extended_rule,avoid,FP,,포근한 니트 같은 느낌인데 달달,,포근한 니트 같은 느낌인데 달달,,,
UQ0194,extended_rule,additional,FN,포근한 니트,,포근한 니트,,,,EMPTY_PREDICTION
UQ0195,extended_rule,additional,FN,따뜻한 차 한 잔,,따뜻한 차 한 잔,,,,EMPTY_PREDICTION
UQ0195,extended_rule,additional,FN,창밖에 비 오는 걸 보는,,창밖에 비 오는 걸 보는,,,,EMPTY_PREDICTION
UQ0196,extended_rule,avoid,FN,너무 무겁거나,,너무 무겁거나,,,,PARAPHRASE_MISMATCH
UQ0196,extended_rule,avoid,FN,아저씨 같은 느낌,,아저씨 같은,,,,PARAPHRASE_MISMATCH
UQ0196,extended_rule,avoid,FP,,우디 향 좋아하는데 너무 무겁거나 아저씨 같은 느낌,,우디 향 좋아하는데 너무 무겁거나 아저씨 같은,,,
UQ0196,extended_rule,scent,TP,woody,woody,woody,woody,EXACT,0.0,
UQ0197,extended_rule,additional,FN,강의실,,강의실,,,,EMPTY_PREDICTION
UQ0197,extended_rule,additional,FN,가벼운,,light,,,,EMPTY_PREDICTION
UQ0198,extended_rule,additional,FN,헬스장용,,헬스장용,,,,EMPTY_PREDICTION
UQ0198,extended_rule,additional,FN,땀이랑 안 겹치고,,땀이랑 안 겹치고,,,,EMPTY_PREDICTION
UQ0198,extended_rule,additional,FN,저렴한,,저렴한,,,,EMPTY_PREDICTION
UQ0199,extended_rule,scent,FN,Orange Blossom,,orange blossom,,,,EMPTY_PREDICTION
UQ0200,extended_rule,additional,FN,탬버린즈 계열,,탬버린즈,,,,EMPTY_PREDICTION
UQ0200,extended_rule,additional,FN,다른 국내 브랜드,,다른 국내 브랜드,,,,EMPTY_PREDICTION
UQ0001,llm,additional,TP,비가 온 뒤,비가 온 뒤의 숲같은 향,비가 온 뒤,비가 온 뒤의 숲같은,CONTAIN,1.0,
UQ0001,llm,additional,FN,숲,,숲,,,,ONE_TO_ONE_CAP
UQ0002,llm,additional,TP,깔끔한,깔끔한 향,깔끔한,깔끔한,EXACT,0.0,
UQ0002,llm,scent,TP,Citrus,citrus,citrus,citrus,EXACT,0.0,
UQ0003,llm,additional,TP,가격 적당,가격 적당한 제품,가격 적당,가격 적당한 제품,CONTAIN,1.0,
UQ0003,llm,additional,FN,구색 갖추려고,,구색 갖추려고,,,,PARAPHRASE_MISMATCH
UQ0003,llm,additional,FP,,그냥 구색 갖추려고 사는 목적,,그냥 구색 갖추려고 사는 목적,,,
UQ0004,llm,avoid,TP,달콤한,too sweet,sweet,too sweet,CONTAIN,1.0,
UQ0004,llm,additional,FP,,여성스러운 향,,여성스러운,,,
UQ0004,llm,additional,FP,,너무 달콤한 건 싫어,,너무 달콤한 건 싫어,,,
UQ0005,llm,avoid,FN,너무 단,,너무 단,,,,CROSS_LINGUAL
UQ0005,llm,avoid,FP,,Too sweet,,too sweet,,,
UQ0005,llm,scent,TP,Vanilla,Vanilla,vanilla,vanilla,EXACT,0.0,
UQ0006,llm,additional,FP,,바다 냄새 나는 향수 가능 여부 문의,,바다 냄새 나는 향수 가능 여부 문의,,,
UQ0006,llm,scent,FN,Sea Notes,,sea notes,,,,EMPTY_PREDICTION
UQ0007,llm,additional,FN,30대 초반,,30대 초반,,,,PARAPHRASE_MISMATCH
UQ0007,llm,additional,FP,,30대 초반 남자가 쓰기 좋은 향수,,30대 초반 남자가 쓰기 좋은,,,
UQ0008,llm,avoid,FP,,lemon,,lemon,,,
UQ0008,llm,additional,FP,,lemon peel scent,,lemon peel scent,,,
UQ0008,llm,scent,FN,Lemon Peel,,lemon peel,,,,EMPTY_PREDICTION
UQ0008,llm,scent,FN,Lemon Zest,,lemon zest,,,,EMPTY_PREDICTION
UQ0009,llm,additional,FP,,"너무 여성스럽지 않되, 너무 남자 향수도 아니었으면 좋겠다",,너무 여성스럽지 않되 너무 남자 향수도 아니었으면 좋겠다,,,
UQ0010,llm,avoid,FN,너무 느끼,,너무 느끼,,,,EMPTY_PREDICTION
UQ0010,llm,additional,FN,공주,,공주,,,,PARAPHRASE_MISMATCH
UQ0010,llm,additional,FP,,케이크 같은 향,,케이크 같은,,,
UQ0010,llm,additional,FP,,너무 느끼하지 않은 느낌,,너무 느끼하지 않은,,,
UQ0010,llm,additional,FP,,딱 맡았을 때 공주처럼 느껴지는 향,,딱 맡았을 때 공주처럼 느껴지는,,,
UQ0010,llm,scent,FN,Cake,,cake,,,,EMPTY_PREDICTION
UQ0011,llm,avoid,FN,절 냄새,,절 냄새,,,,CROSS_LINGUAL
UQ0011,llm,avoid,FP,,too strong only religious/temple-like scent,,too strong only religious temple like scent,,,
UQ0011,llm,additional,FP,,나무 냄새가 나야 함,,나무 냄새가 나야 함,,,
UQ0011,llm,additional,FP,,절(사찰) 냄새처럼 너무 한쪽으로만 강하게 나면 안 됨,,절 사찰 냄새처럼 너무 한쪽으로만 강하게 나면 안 됨,,,
UQ0011,llm,scent,FN,Trees,,trees,,,,PARAPHRASE_MISMATCH
UQ0011,llm,scent,FP,,woody,,woody,,,
UQ0012,llm,additional,TP,깨끗한 냄새,깨끗한 냄새,깨끗한,깨끗한,EXACT,0.0,
UQ0013,llm,additional,FN,머리 너무 안 아팠으면,,머리 너무 안 아팠으면,,,,PARAPHRASE_MISMATCH
UQ0013,llm,additional,FP,,머리 안 아프게(두통이 없었으면 좋겠음),,머리 안 아프게 두통이 없었으면 좋겠음,,,
UQ0013,llm,scent,TP,Coconut,Coconut,coconut,coconut,EXACT,0.0,
UQ0014,llm,additional,FN,잘 모르는데 혹시 추천,,잘 모르는데 혹시 추천,,,,PARAPHRASE_MISMATCH
UQ0014,llm,additional,FP,,향수를 잘 모름,,향수를 잘 모름,,,
UQ0014,llm,additional,FP,,추천 요청,,추천 요청,,,
UQ0015,llm,additional,FP,,여름에 뿌릴 향수 추천 요청,,여름에 뿌릴 향수 추천 요청,,,
UQ0016,llm,avoid,FN,향기 너무 많이 나면,,향기 너무 많이 나면,,,,EMPTY_PREDICTION
UQ0016,llm,additional,FP,,여름에 사용할 향수,,여름에 사용할,,,
UQ0016,llm,additional,FP,,향기가 너무 많이 나면 코가 아픔,,향기가 너무 많이 나면 코가 아픔,,,
UQ0016,llm,additional,FP,,그렇지 않은 향수 추천 가능 여부,,그렇지 않은 향수 추천 가능 여부,,,
UQ0017,llm,additional,TP,34살,34살,34살,34살,EXACT,0.0,
UQ0017,llm,additional,TP,금융맨,금융맨,금융맨,금융맨,EXACT,0.0,
UQ0017,llm,additional,TP,어른스러운 느낌,어른스러운 느낌,어른스러운,어른스러운,EXACT,0.0,
UQ0018,llm,additional,FN,여친한테 점수 딸만한,,여친한테 점수 딸만한,,,,PARAPHRASE_MISMATCH
UQ0018,llm,additional,FP,,여자친구에게 점수 딸만한 향기(호감 목적),,여자친구에게 점수 딸만한 향기 호감 목적,,,
UQ0019,llm,additional,TP,아무거나 추천,아무거나 추천해달라는 요청,아무거나 추천,아무거나 추천해달라는 요청,CONTAIN,1.0,
UQ0019,llm,additional,FN,옷에 향수,,옷에,,,,PARAPHRASE_MISMATCH
UQ0019,llm,additional,FP,,옷에 향수 뿌리고 싶음,,옷에 향수 뿌리고 싶음,,,
UQ0020,llm,avoid,FN,입자가 너무 작은 건,,입자가 너무 작은,,,,EMPTY_PREDICTION
UQ0020,llm,additional,FN,분사 적당히 되는 거,,분사 적당히 되는,,,,PARAPHRASE_MISMATCH
UQ0020,llm,additional,FP,,향수 분사량이 적당한 것,,향수 분사량이 적당한,,,
UQ0020,llm,additional,FP,,입자가 너무 작은 건 싫음,,입자가 너무 작은 건 싫음,,,
UQ0021,llm,additional,FN,이솝 테싯 퍼퓸,,이솝 테싯 퍼퓸,,,,PARAPHRASE_MISMATCH
UQ0021,llm,additional,FN,체향에 잘 맞는,,체향에 잘 맞는,,,,PARAPHRASE_MISMATCH
UQ0021,llm,additional,FP,,Aesop Tetsit perfume를 자주 사용하며 체향에 잘 맞는 것 같음,,aesop tetsit perfume를 자주 사용하며 체향에 잘 맞는 것 같음,,,
UQ0021,llm,additional,FP,,비슷한데 다른 향(대체/유사 향수) 추천 요청,,비슷한데 다른 향 대체 유사 향수 추천 요청,,,
UQ0022,llm,avoid,FN,조말론 블랙베리,,조말론 블랙베리,,,,CROSS_LINGUAL
UQ0022,llm,avoid,FP,,Blackberry (Jo Malone BlackBerry 계열),,blackberry jo malone blackberry,,,
UQ0022,llm,additional,FP,,Jo Malone Blackberry가 별로였던 사람에게 맞는 향수 추천,,jo malone blackberry가 별로였던 사람에게 맞는 향수 추천,,,
UQ0023,llm,additional,TP,깔끔한,깔끔한 향수,깔끔한,깔끔한,EXACT,0.0,
UQ0024,llm,additional,TP,25살,25살,25살,25살,EXACT,0.0,
UQ0024,llm,additional,TP,회사 취직,회사 취직 선물,회사 취직,회사 취직 선물,CONTAIN,1.0,
UQ0024,llm,additional,FN,나한테 선물,,나한테 선물,,,,PARAPHRASE_MISMATCH
UQ0024,llm,additional,FP,,본인에게 선물로 구매,,본인에게 선물로 구매,,,
UQ0025,llm,avoid,FN,부담,,부담,,,,EMPTY_PREDICTION
UQ0025,llm,additional,TP,소개팅,소개팅,소개팅,소개팅,EXACT,0.0,
UQ0025,llm,additional,TP,좋은 인상,좋은 인상,좋은 인상,좋은 인상,EXACT,0.0,
UQ0025,llm,additional,FP,,부담스럽지 않게,,부담스럽지 않게,,,
UQ0026,llm,additional,FN,조용,,조용,,,,PARAPHRASE_MISMATCH
UQ0026,llm,additional,FN,차분한,,차분한,,,,PARAPHRASE_MISMATCH
UQ0026,llm,additional,FP,,조용하고 차분한 사람에게 잘 어울리는 향,,조용하고 차분한 사람에게 잘 어울리는,,,
UQ0027,llm,additional,FN,지나갈 때 은은,,지나갈 때 은은,,,,PARAPHRASE_MISMATCH
UQ0027,llm,additional,FN,좋은 냄새,,좋은,,,,PARAPHRASE_MISMATCH
UQ0027,llm,additional,FP,,지나갈 때 은은하게 좋은 냄새가 나는 정도,,지나갈 때 은은하게 좋은 냄새가 나는 정도,,,
UQ0028,llm,additional,TP,매일 사용,회사에서 매일 사용하기,매일 사용,회사에서 매일 사용하기,CONTAIN,1.0,
UQ0028,llm,additional,TP,부담 없는,부담 없는 깔끔한 향,부담 없는,부담 없는 깔끔한,CONTAIN,1.0,
UQ0028,llm,additional,FN,회사,,회사,,,,ONE_TO_ONE_CAP
UQ0028,llm,additional,FN,깔끔한,,깔끔한,,,,ONE_TO_ONE_CAP
UQ0029,llm,additional,FN,처음 향수를 사는,,처음 향수를 사는,,,,PARAPHRASE_MISMATCH
UQ0029,llm,additional,FN,무난하게 사용,,무난하게 사용,,,,PARAPHRASE_MISMATCH
UQ0029,llm,additional,FP,,처음 향수를 사는 사람도 무난하게 사용할 수 있는 향수,,처음 향수를 사는 사람도 무난하게 사용할 수 있는,,,
UQ0030,llm,avoid,FN,강하게,,강하게,,,,EMPTY_PREDICTION
UQ0030,llm,additional,FN,사람 많은 곳,,사람 많은 곳,,,,PARAPHRASE_MISMATCH
UQ0030,llm,additional,FN,은은한,,은은한,,,,PARAPHRASE_MISMATCH
UQ0030,llm,additional,FP,,사람 많은 곳에서도 너무 강하게 느껴지지 않는 향,,사람 많은 곳에서도 너무 강하게 느껴지지 않는,,,
UQ0031,llm,additional,FN,좋은 냄새,,좋은,,,,PARAPHRASE_MISMATCH
UQ0031,llm,additional,FP,,사람들이 맡았을 때 그냥 ‘좋은 냄새 난다’고 느낄 만한 향,,사람들이 맡았을 때 그냥 좋은 냄새 난다 고 느낄 만한,,,
UQ0032,llm,avoid,FN,강하면,,강하면,,,,EMPTY_PREDICTION
UQ0032,llm,additional,FN,부드럽,,부드럽,,,,PARAPHRASE_MISMATCH
UQ0032,llm,additional,FN,편안한 향,,편안한,,,,PARAPHRASE_MISMATCH
UQ0032,llm,additional,FP,,향이 강하면 머리가 아픔,,향이 강하면 머리가 아픔,,,
UQ0032,llm,additional,FP,,최대한 부드럽고 편안한 향,,최대한 부드럽고 편안한,,,
