term,candidate_term,source_org,source_title,source_url,source_type,evidence_type,evidence_summary,supports_relation,retrieved_at
Mate,Mate absolute | Mate extract | Mate oil,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 3 directly retrieved material-form candidate(s) for the note base, including: Mate absolute, Mate extract, Mate oil. This supports FAMILY only.",FAMILY,2026-09-01
Bay Leaf,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Bay Leaf'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Precious Woods,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Precious Woods'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Egyptian Jasmine,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Egyptian Jasmine'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Cotton Candy,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Cotton Candy'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Beeswax,Beeswax absolute | Beeswax CO2 extract | Beeswax concrete | Beeswax resinoid,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 4 directly retrieved material-form candidate(s) for the note base, including: Beeswax absolute, Beeswax CO2 extract, Beeswax concrete, Beeswax resinoid. This supports FAMILY only.",FAMILY,2026-09-01
Marine notes,Marine,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,DESCRIPTOR_CANONICALIZATION,"IFRA's Marine entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Marine covers smells that you expect to fine at the seashore – they tend to be fresh and sometimes ozonic, and often sea water-like.",SAME_CONCEPT,2026-09-01
Hedione,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Hedione'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Bitter Almond,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Bitter Almond'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
White Woods,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'White Woods'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Green Mandarin,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Green Mandarin'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
May Rose,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'May Rose'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Bamboo,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Bamboo'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Sandalowood,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Sandalowood'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Cypriol,"Cypriol oil | Cypriol oil, rectified",IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 2 directly retrieved material-form candidate(s) for the note base, including: Cypriol oil, Cypriol oil, rectified. This supports FAMILY only.",FAMILY,2026-09-01
Iso E Super,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Iso E Super'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Pomelo,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Pomelo'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
White Rose,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'White Rose'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Violet Leaves,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Violet Leaves'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Pistachio,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Pistachio'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Hibiscus,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Hibiscus'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Brown sugar,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Brown sugar'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Red Currant,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Red Currant'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Wormwood,"Wormwood oil | Wormwood oil, terpeneless",IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 2 directly retrieved material-form candidate(s) for the note base, including: Wormwood oil, Wormwood oil, terpeneless. This supports FAMILY only.",FAMILY,2026-09-01
Lemon Verbena,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Lemon Verbena'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Nectarine,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Nectarine'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Resin,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Resin'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Solar Notes,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Solar Notes'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Lychee,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Lychee'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Dried Fruits,Dried-Fruit,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,DESCRIPTOR_CANONICALIZATION,"IFRA applies the descriptor 'Dried-Fruit' to 5 ingredient rows; the source term differs only by notes-label, plural, spacing, or hyphen form.",SAME_CONCEPT,2026-09-01
Clementine,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Clementine'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Driftwood,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Driftwood'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Sichuan Pepper,Sichuan pepper CO2 extract,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 1 directly retrieved material-form candidate(s) for the note base, including: Sichuan pepper CO2 extract. This supports FAMILY only.",FAMILY,2026-09-01
Indonesian Patchouli Leaf,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Indonesian Patchouli Leaf'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01
Musk,Musk-Like,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,OLFACTIVE_FAMILY,"IFF's official compendium uses Musk as an Olfactive Family and lists 14 ingredients in that family, supporting Musk as the industry category corresponding to IFRA Musk-Like.",SAME_CONCEPT,2026-09-01
Agarwood (Oud),Agarwood,Givaudan,Agarwood Oil Thailand,https://www.givaudan.com/fragrance-beauty/fragrance-ingredients-business/natural-ingredients/agarwood-oil-thailand,OFFICIAL_WEB,OFFICIAL_PRODUCT_CONTEXT,"Givaudan's Agarwood Oil page uses oud for the perfumery concept on the same material page; this supports the paired label Agarwood (Oud) at term level, not identity with one oil.",SAME_CONCEPT,2026-09-01
Jasmine Sambac,Jasmine sambac absolute,Givaudan,Jasmine Sambac Absolute India,https://www.givaudan.com/fragrance-beauty/fragrance-ingredients-business/natural-ingredients/jasmine-sambac-absolute-india,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,"Givaudan identifies Jasmine Sambac Absolute India as a natural ingredient from Jasminum sambac with a floral, jasmine-like profile; this confirms an ingredient-family member, not equivalence to the broad note concept.",FAMILY,2026-09-01
