term,candidate_term,note_type,source_org,source_title,source_url,source_type,evidence_type,evidence_summary,supports_relation,retrieved_at,version
Amyris,"Amyris oil | Amyris oil, acetylated | Amyris oil, rectified",,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 3 directly retrieved material-form candidate(s) for the note base, including: Amyris oil, Amyris oil, acetylated, Amyris oil, rectified. This supports FAMILY only.",FAMILY,2026-09-01,v0.2
Tiare Flower,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Tiare Flower'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Sea Salt,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Sea Salt'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Dark Chocolate,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Dark Chocolate'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Mate,Mate absolute | Mate extract | Mate oil,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 3 directly retrieved material-form candidate(s) for the note base, including: Mate absolute, Mate extract, Mate oil. This supports FAMILY only.",FAMILY,2026-09-01,v0.2
Bay Leaf,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Bay Leaf'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Precious Woods,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Precious Woods'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Egyptian Jasmine,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Egyptian Jasmine'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Cotton Candy,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Cotton Candy'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Beeswax,Beeswax absolute | Beeswax CO2 extract | Beeswax concrete | Beeswax resinoid,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 4 directly retrieved material-form candidate(s) for the note base, including: Beeswax absolute, Beeswax CO2 extract, Beeswax concrete, Beeswax resinoid. This supports FAMILY only.",FAMILY,2026-09-01,v0.2
Marine notes,Marine,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,DESCRIPTOR_CANONICALIZATION,"IFRA's Marine entry directly uses the corresponding note/category wording; the mapping changes only grammatical or category-label form. Definition: Marine covers smells that you expect to fine at the seashore – they tend to be fresh and sometimes ozonic, and often sea water-like.",SAME_CONCEPT,2026-09-01,v0.2
Hedione,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Hedione'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Bitter Almond,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Bitter Almond'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
White Woods,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'White Woods'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Green Mandarin,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Green Mandarin'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
May Rose,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'May Rose'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Bamboo,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Bamboo'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Sandalowood,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Sandalowood'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Cypriol,"Cypriol oil | Cypriol oil, rectified",,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 2 directly retrieved material-form candidate(s) for the note base, including: Cypriol oil, Cypriol oil, rectified. This supports FAMILY only.",FAMILY,2026-09-01,v0.2
Iso E Super,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Iso E Super'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Pomelo,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Pomelo'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
White Rose,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'White Rose'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Violet Leaves,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Violet Leaves'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Pistachio,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Pistachio'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Hibiscus,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Hibiscus'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Brown sugar,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Brown sugar'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Red Currant,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Red Currant'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Wormwood,"Wormwood oil | Wormwood oil, terpeneless",,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 2 directly retrieved material-form candidate(s) for the note base, including: Wormwood oil, Wormwood oil, terpeneless. This supports FAMILY only.",FAMILY,2026-09-01,v0.2
Lemon Verbena,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Lemon Verbena'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Nectarine,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Nectarine'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Resin,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Resin'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Solar Notes,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Solar Notes'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Lychee,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Lychee'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Dried Fruits,Dried-Fruit,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,DESCRIPTOR_CANONICALIZATION,"IFRA applies the descriptor 'Dried-Fruit' to 5 ingredient rows; the source term differs only by notes-label, plural, spacing, or hyphen form.",SAME_CONCEPT,2026-09-01,v0.2
Clementine,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Clementine'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Driftwood,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Driftwood'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Sichuan Pepper,Sichuan pepper CO2 extract,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,"IFRA lists 1 directly retrieved material-form candidate(s) for the note base, including: Sichuan pepper CO2 extract. This supports FAMILY only.",FAMILY,2026-09-01,v0.2
Indonesian Patchouli Leaf,,,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,NO_DIRECT_EQUIVALENCE,A conservative audit of IFRA principal names and descriptors found no exact official equivalence or verified material-family relation for 'Indonesian Patchouli Leaf'; allowed official evidence is insufficient.,UNRESOLVED,2026-09-01,v0.2
Musk,Musk-Like,,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,OLFACTIVE_FAMILY,"IFF's official compendium uses Musk as an Olfactive Family and lists 14 ingredients in that family, supporting Musk as the industry category corresponding to IFRA Musk-Like.",SAME_CONCEPT,2026-09-01,v0.2
Agarwood (Oud),Agarwood,,Givaudan,Agarwood Oil Thailand,https://www.givaudan.com/fragrance-beauty/fragrance-ingredients-business/natural-ingredients/agarwood-oil-thailand,OFFICIAL_WEB,OFFICIAL_PRODUCT_CONTEXT,"Givaudan's Agarwood Oil page uses oud for the perfumery concept on the same material page; this supports the paired label Agarwood (Oud) at term level, not identity with one oil.",SAME_CONCEPT,2026-09-01,v0.2
Jasmine Sambac,Jasmine sambac absolute,,Givaudan,Jasmine Sambac Absolute India,https://www.givaudan.com/fragrance-beauty/fragrance-ingredients-business/natural-ingredients/jasmine-sambac-absolute-india,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,"Givaudan identifies Jasmine Sambac Absolute India as a natural ingredient from Jasminum sambac with a floral, jasmine-like profile; this confirms an ingredient-family member, not equivalence to the broad note concept.",FAMILY,2026-09-01,v0.2
Mandarin Orange,Mandarin Oil Green Italy,NATURAL_MATERIAL_NOTE,IFF,Mandarin Oil Green Italy,https://www.iff.com/scent/lmr-compendium/mandarin-oil-green-italy/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies Citrus reticulata fruit oil with sweet and zesty mandarin character; it is one material variant.,FAMILY,2026-09-01,v0.3
Orange Blossom,Orange Flower Absolute,NATURAL_MATERIAL_NOTE,IFF,Orange Flower Absolute Egypt,https://www.iff.com/scent/lmr-compendium/orange-flower-absolute-egypt/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies an extracted Citrus aurantium flower absolute with floral and citrus character.,FAMILY,2026-09-01,v0.3
Orange Blossom,Neroli Oil,NATURAL_MATERIAL_NOTE,Givaudan,Neroli Oil Egypt,https://www.givaudan.com/fragrance-beauty/fragrance-ingredients-business/natural-ingredients/neroli-oil-egypt,OFFICIAL_WEB,MATERIAL_VARIANT_DISTINCTION,Givaudan calls neroli a distilled bitter-orange flower oil and explicitly distinguishes it from orange blossom absolute.,FAMILY,2026-09-01,v0.3
Leather,Leather,OLFACTIVE_EFFECT_NOTE,IFF,Scent - Fragrance Ingredients,https://www.iff.com/scent/fragrance-ingredients/,OFFICIAL_WEB,OFFICIAL_OLFACTIVE_COLLECTION,"IFF lists Leather as the exact name of an olfactive collection, separate from individual ingredients.",SAME_CONCEPT,2026-09-01,v0.3
Pink Pepper,Pink Pepper CO2,NATURAL_MATERIAL_NOTE,IFF,Pepper Pink CO2,https://www.iff.com/scent/lmr-compendium/pepper-pink-co2/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies a Schinus terebinthifolius berry supercritical extract with peppery character.,FAMILY,2026-09-01,v0.3
Pink Pepper,Pink Pepper extract,NATURAL_MATERIAL_NOTE,dsm-firmenich,Ingredients: Reimagine the future of fragrance and flavor with us,https://www.dsm-firmenich.com/en/businesses/perfumery-beauty/ingredients.html,OFFICIAL_WEB,OFFICIAL_EXTRACTION_HISTORY,dsm-firmenich identifies pink pepper as its first supercritical CO2 extract for perfumery.,FAMILY,2026-09-01,v0.3
Lily-of-the-Valley,Muguet,RECONSTRUCTED_NOTE,dsm-firmenich,Muguet type notes,https://www.dsm-firmenich.com/en/businesses/perfumery-beauty/ingredients/muguet-type-notes.html,OFFICIAL_WEB,OFFICIAL_PAIRED_NAMING,dsm-firmenich explicitly describes muguet as lily-of-the-valley and presents a molecule collection for constructing the note.,SAME_CONCEPT,2026-09-01,v0.3
Black Pepper,Black Pepper Oil Madagascar,NATURAL_MATERIAL_NOTE,IFF,Black Pepper Oil Madagascar,https://www.iff.com/scent/lmr-compendium/pepper-black-oil-madagascar/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies Piper nigrum berry essential oil and its characteristic black-pepper odor.,FAMILY,2026-09-01,v0.3
Mint,Mentha material forms,NATURAL_MATERIAL_NOTE,IFRA,"IFRA Fragrance Ingredient Glossary, April 2020",data/external/ifra/raw/ifra-fragrance-ingredient-glossary-april-2020.pdf,LOCAL_PDF,MATERIAL_FAMILY,IFRA lists multiple Mentha arvensis material forms and separately uses peppermint and spearmint descriptors.,FAMILY,2026-09-01,v0.3
Moss,Mossy,OLFACTIVE_EFFECT_NOTE,IFF,Oceanol,https://www.iff.com/scent/ingredients-compendium/oceanol/,OFFICIAL_WEB,OLFACTIVE_EFFECT,IFF describes a mossy and woody drydown as an olfactive facet of Oceanol; it does not identify Moss with Oakmoss material.,RELATED,2026-09-01,v0.3
Lily of the Valley,Muguet,RECONSTRUCTED_NOTE,dsm-firmenich,Muguet type notes,https://www.dsm-firmenich.com/en/businesses/perfumery-beauty/ingredients/muguet-type-notes.html,OFFICIAL_WEB,OFFICIAL_PAIRED_NAMING,dsm-firmenich explicitly describes muguet as lily-of-the-valley and presents a molecule collection for constructing the note.,SAME_CONCEPT,2026-09-01,v0.3
Ambroxan,Ambroxide,UNRESOLVED_TYPE,PubChem,Ambroxide,https://pubchem.ncbi.nlm.nih.gov/compound/ambroxide,OFFICIAL_WEB,CHEMICAL_SYNONYM,"PubChem lists Ambroxan among the synonyms of Ambroxide, CID 10857465 and CAS 6790-58-5.",SAME_CONCEPT,2026-09-01,v0.3
Virginia Cedar,Cedarwood Virginia Oil USA,NATURAL_MATERIAL_NOTE,Givaudan,Cedarwood Virginia Oil USA,https://www.givaudan.com/fragrance-beauty/fragrance-ingredients-business/natural-ingredients/cedarwood-virginia-oil-usa,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,Givaudan identifies steam-distilled Juniperus virginiana wood essential oil as Virginia cedarwood oil.,FAMILY,2026-09-01,v0.3
Cashmeran,Cashmeran,UNRESOLVED_TYPE,IFF,Cashmeran,https://www.iff.com/scent/ingredients-compendium/cashmeran/,OFFICIAL_WEB,OFFICIAL_INGREDIENT_NAME,IFF uses Cashmeran as the exact official ingredient name and supplies its identity and olfactive profile.,SAME_CONCEPT,2026-09-01,v0.3
Sea Notes,Marine,CATEGORY_NOTE,IFF,Oceanol,https://www.iff.com/scent/ingredients-compendium/oceanol/,OFFICIAL_WEB,OLFACTIVE_CATEGORY_RELATION,"IFF states that Oceanol is useful in watery and marine notes, supporting a relation to the Sea Notes category.",RELATED,2026-09-01,v0.3
Orris Root,Orris Natural,NATURAL_MATERIAL_NOTE,IFF,Orris Natural 15% Irone,https://www.iff.com/scent/lmr-compendium/orris-natural-15-pct-irone-4095c/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies an orris material obtained from Iris pallida and Iris germanica rhizomes.,FAMILY,2026-09-01,v0.3
Bulgarian Rose,Rose Oil Bulgaria,NATURAL_MATERIAL_NOTE,IFF,Rose Oil Bulgaria,https://www.iff.com/scent/lmr-compendium/rose-oil-bulgaria/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies a Rosa damascena oil of Bulgarian origin with characteristic rose odor.,FAMILY,2026-09-01,v0.3
Turkish Rose,Rose Oil Isparta,NATURAL_MATERIAL_NOTE,IFF,Rose Oil Isparta For Life,https://www.iff.com/scent/lmr-compendium/rose-oil-isparta-for-life/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies a Rosa damascena oil from Turkey with classic rose-oil character.,FAMILY,2026-09-01,v0.3
Bitter Orange,Orange Oil CP Bitter Egypt,NATURAL_MATERIAL_NOTE,IFF,Orange Oil CP Bitter Egypt,https://www.iff.com/scent/lmr-compendium/orange-oil-cp-bitter-egypt-org/,OFFICIAL_WEB,OFFICIAL_NATURAL_INGREDIENT,IFF identifies a cold-pressed Citrus aurantium fruit-peel essential oil.,FAMILY,2026-09-01,v0.3
Freesia,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Freesia'.",UNRESOLVED,2026-09-01,v0.3
Woodsy Notes,Woody,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Woodsy Notes'.",UNRESOLVED,2026-09-01,v0.3
Orchid,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Orchid'.",UNRESOLVED,2026-09-01,v0.3
Cashmere Wood,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Cashmere Wood'.",UNRESOLVED,2026-09-01,v0.3
White Flowers,Floral,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'White Flowers'.",UNRESOLVED,2026-09-01,v0.3
Praline,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Praline'.",UNRESOLVED,2026-09-01,v0.3
Sugar,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Sugar'.",UNRESOLVED,2026-09-01,v0.3
Vanille,Vanilla,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Vanille'.",UNRESOLVED,2026-09-01,v0.3
Fig,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Fig'.",UNRESOLVED,2026-09-01,v0.3
Lotus,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Lotus'.",UNRESOLVED,2026-09-01,v0.3
Amberwood,Amber | Woody,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Amberwood'.",UNRESOLVED,2026-09-01,v0.3
Suede,Leather,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Suede'.",UNRESOLVED,2026-09-01,v0.3
Litchi,,UNRESOLVED_TYPE,IFF,Fragrance Ingredients Compendium,https://www.iff.com/scent/ingredients-compendium/,OFFICIAL_WEB,CATALOG_AUDIT_NO_DIRECT_EQUIVALENCE,"Review of the opened official IFF compendium did not establish a direct synonym, family relation, or type definition sufficient to promote 'Litchi'.",UNRESOLVED,2026-09-01,v0.3
